,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
18042,-121.96,37.22,35.0,4709.0,723.0,,694.0,8.492,
18043,-121.95,37.21,20.0,,322.0,,,10.0187,500001.0
18044,-121.97,37.24,35.0,,533.0,1117.0,498.0,4.4063,436100.0
18045,-121.98,37.23,,3585.0,935.0,,835.0,3.1176,
18046,,37.23,,,430.0,,,9.0704,500001.0
18047,-121.96,,19.0,,359.0,790.0,,4.5156,339300.0
18048,,37.25,,2892.0,496.0,1193.0,492.0,6.131,367800.0
18049,-121.98,37.26,27.0,2331.0,461.0,,,4.6654,340700.0
18050,-121.99,,21.0,,192.0,,,7.598,347800.0
18051,,37.26,17.0,4034.0,611.0,,,8.2069,442500.0
18052,-121.98,,19.0,,93.0,,,15.0,500001.0
18053,-121.99,37.25,25.0,,212.0,,,10.7582,500001.0
18054,-121.97,37.25,21.0,2775.0,389.0,856.0,,7.9135,
18055,-121.99,37.25,22.0,4240.0,532.0,,514.0,11.2463,500001.0
18056,-121.98,37.24,35.0,,485.0,1325.0,,8.5425,
18057,-122.0,37.27,33.0,,271.0,759.0,,5.7876,415800.0
18058,-122.01,37.27,27.0,3340.0,451.0,1220.0,,8.8178,
18059,-122.02,37.26,24.0,,299.0,847.0,,10.2666,500001.0
18060,-122.02,37.26,,,243.0,,,8.0331,500001.0
18061,-122.01,37.25,31.0,,193.0,,,10.2311,500001.0
18062,-121.99,37.26,29.0,2718.0,365.0,982.0,339.0,7.9234,500001.0
18063,-122.01,37.26,14.0,,404.0,,,7.6107,500001.0
18064,,37.25,,2892.0,413.0,903.0,,7.8711,500001.0
18065,,37.24,24.0,,209.0,,192.0,11.1557,500001.0
18066,,37.24,,2796.0,365.0,,,10.6834,500001.0
18067,-122.03,37.29,,3118.0,438.0,1147.0,425.0,10.3653,500001.0
18068,,,18.0,,312.0,999.0,320.0,8.7939,500001.0
18069,-122.02,37.29,25.0,,492.0,1461.0,,,500001.0
18070,-122.01,,,,431.0,,,7.5,500001.0
18071,-122.01,37.28,22.0,,260.0,,,9.1569,500001.0
18072,,37.28,35.0,,541.0,,,5.7295,346100.0
18073,-122.0,37.28,,,311.0,854.0,,8.3605,
18074,-122.0,37.28,32.0,,495.0,,,5.4103,335900.0
18075,-122.03,37.27,,,645.0,1551.0,,7.8279,500001.0
18076,-122.03,37.28,29.0,,468.0,1320.0,,9.8937,
18077,-122.02,37.28,25.0,3437.0,428.0,1198.0,,,
18078,-122.01,37.27,,,473.0,1415.0,,10.675,500001.0
18079,-122.06,,16.0,,221.0,,,10.5793,500001.0
18080,,,19.0,,432.0,1252.0,409.0,12.2145,500001.0
18081,,37.27,25.0,4460.0,553.0,,,10.7958,500001.0
18082,-122.04,,24.0,,709.0,1692.0,,7.8627,500001.0
18083,,,,1945.0,269.0,826.0,,8.248,498800.0
18084,,37.32,,3033.0,540.0,,,6.2182,380800.0
18085,-122.05,,25.0,,696.0,,,8.0727,
18086,-122.05,37.31,25.0,,538.0,,568.0,9.2298,
18087,-122.06,,11.0,,706.0,,,10.7326,500001.0
18088,-122.07,,,,349.0,,,8.0158,420000.0
18089,-122.06,37.33,23.0,4507.0,751.0,2167.0,,7.0102,
18090,-122.07,37.31,,,698.0,1818.0,685.0,7.2986,500001.0
18091,-122.08,,,,404.0,,,7.0813,
18092,-122.08,37.31,17.0,2560.0,396.0,,,7.8528,
18093,-122.04,,20.0,,1048.0,2271.0,,4.8836,396200.0
18094,,,13.0,,466.0,,,5.0081,288300.0
18095,-122.05,,21.0,2052.0,346.0,933.0,,5.3167,
18096,,37.33,,2690.0,401.0,,,7.7643,
18097,-122.05,37.33,17.0,3674.0,824.0,,694.0,6.3131,436400.0
18098,-122.04,37.33,22.0,4011.0,963.0,2206.0,879.0,4.5721,
18099,-122.04,37.32,,,451.0,1259.0,439.0,5.7528,431400.0
18100,-122.04,,29.0,2476.0,434.0,1217.0,,,
18101,,37.31,,,633.0,1627.0,,5.154,355100.0
18102,-122.04,37.3,26.0,,270.0,778.0,,6.075,
18103,-122.04,37.3,,,417.0,1076.0,,6.9238,345900.0
18104,-122.03,,25.0,,410.0,,,5.3508,409100.0
18105,-122.04,37.3,25.0,,600.0,,,6.6818,411300.0
18106,-122.01,,25.0,,551.0,,,8.0837,380600.0
18107,-122.01,,23.0,,1078.0,,1063.0,6.3702,
18108,-122.0,37.31,28.0,3811.0,585.0,,,7.8383,372700.0
18109,-122.0,,29.0,,524.0,1518.0,,7.218,400700.0
18110,-122.03,37.31,,,859.0,1520.0,,3.375,275700.0
18111,-122.03,37.3,30.0,,554.0,,616.0,5.8521,326300.0
18112,-122.03,,,,758.0,,,5.4842,335300.0
18113,-122.02,,,2629.0,433.0,,,6.083,341400.0
18114,,37.31,35.0,,384.0,1248.0,,,
18115,-122.02,37.3,,,301.0,,,6.7123,354600.0
18116,-122.02,37.3,32.0,2134.0,328.0,,322.0,6.359,341900.0
18117,-122.02,,,,754.0,,734.0,6.3923,348300.0
18118,-122.02,37.31,,2563.0,434.0,,,,
18119,,,,,1059.0,2156.0,,5.6511,404800.0
18120,-122.0,,,,731.0,1915.0,,4.7402,244500.0
18121,,,,,241.0,,,6.6766,332700.0
18122,-122.01,37.32,,,613.0,1577.0,,4.6613,284000.0
18123,-122.0,37.31,33.0,,918.0,2389.0,,4.7235,
18124,-122.02,37.33,,,584.0,1689.0,,7.3693,373600.0
18125,-122.03,37.33,,,671.0,,,7.4863,412300.0
18126,-122.03,,,,410.0,674.0,,5.1602,231200.0
18127,-122.02,37.34,,1036.0,151.0,,,6.448,360600.0
18128,-122.0,37.33,,4033.0,794.0,,,5.6932,338700.0
18129,-122.02,37.35,26.0,,418.0,,,8.1078,
18130,,37.35,,3219.0,756.0,,,4.1473,
18131,,,26.0,,328.0,,,6.2475,
18132,-122.02,37.34,,2488.0,396.0,1190.0,,5.7881,
18133,-122.03,37.34,25.0,,906.0,2338.0,,6.0577,451800.0
18134,,,,,514.0,,,5.5388,
18135,-122.01,37.35,33.0,,496.0,,443.0,5.0785,289500.0
18136,-122.0,37.35,,,851.0,,835.0,5.1674,333000.0
18137,-122.0,37.34,,,290.0,,,5.9158,343100.0
18138,-122.0,37.34,31.0,3344.0,620.0,1604.0,,5.2108,
18139,-122.01,37.34,31.0,3080.0,526.0,,582.0,6.3052,344200.0
18140,-122.05,,,,375.0,,,7.3753,388100.0
18141,,,34.0,2515.0,401.0,,,7.7865,423900.0
18142,,,,1443.0,215.0,627.0,,,416500.0
18143,-122.06,37.34,,,593.0,1293.0,,6.7578,451400.0
18144,-122.04,37.35,,3250.0,485.0,1328.0,473.0,,431600.0
18145,,,28.0,,460.0,,,,432600.0
18146,-122.03,37.35,16.0,,198.0,455.0,,7.2779,292900.0
18147,-122.04,37.35,,,264.0,696.0,,5.678,
18148,-122.04,37.34,25.0,1994.0,287.0,704.0,,7.7799,447300.0
18149,,37.34,17.0,,278.0,598.0,,4.0129,342400.0
18150,-122.04,37.34,23.0,,725.0,,,3.16,225000.0
18151,-122.04,,19.0,3694.0,1036.0,,,3.6991,271500.0
18152,,37.37,35.0,,256.0,,,5.6533,291400.0
18153,-122.05,37.36,,,419.0,,,4.1369,
18154,-122.05,,27.0,2621.0,513.0,,,3.9848,409700.0
18155,-122.06,37.35,,1795.0,281.0,,,8.0599,381800.0
18156,-122.06,,,2693.0,493.0,1343.0,,6.0777,327500.0
18157,-122.06,37.37,32.0,2510.0,578.0,,,4.9087,322700.0
18158,,37.37,,5135.0,911.0,,,5.2319,430100.0
18159,-122.03,37.36,28.0,2490.0,345.0,948.0,,6.4913,411900.0
18160,,37.35,20.0,,313.0,,,6.837,383000.0
18161,-122.05,37.36,29.0,,255.0,,278.0,7.5337,406800.0
18162,,37.36,,,460.0,,472.0,6.8753,403000.0
18163,,,27.0,3885.0,661.0,,,6.6085,
18164,-122.03,37.36,16.0,,803.0,,,4.4699,367400.0
18165,-122.02,,17.0,,608.0,,,5.8779,
18166,,37.35,,,255.0,,271.0,5.3679,228400.0
18167,-122.03,37.35,,3811.0,1227.0,,1153.0,3.5154,311400.0
18168,,,,,1193.0,1479.0,,3.5861,
18169,-122.02,,,2471.0,677.0,,,3.9038,243800.0
18170,-122.02,37.36,25.0,2074.0,387.0,,,,
18171,-122.01,,,1105.0,354.0,,,4.2061,253600.0
18172,-122.02,,24.0,,437.0,,408.0,,335200.0
18173,-122.01,37.36,,2796.0,429.0,,,6.6329,349000.0
18174,,37.36,,,396.0,,424.0,7.1273,346300.0
18175,,37.35,,,916.0,,759.0,4.5,
18176,,37.36,19.0,,433.0,,,6.7718,368300.0
18177,,37.36,17.0,,,,275.0,8.6155,411200.0
18178,-122.0,37.36,25.0,3534.0,949.0,,,3.4238,337000.0
18179,,37.36,,6012.0,1737.0,,,3.8464,
18180,-122.03,37.37,9.0,2966.0,770.0,,740.0,3.0047,256000.0
18181,,37.37,41.0,,425.0,,,,284800.0
18182,-122.03,,,1269.0,290.0,556.0,,3.8125,325000.0
18183,-122.04,37.37,42.0,1125.0,273.0,616.0,,3.6765,252800.0
18184,-122.04,37.37,,,489.0,1201.0,,5.0453,311600.0
18185,-122.04,37.38,38.0,,550.0,,,4.2028,273600.0
18186,-122.03,37.38,,2667.0,798.0,,,3.8732,252400.0
18187,,37.38,43.0,,317.0,,,4.0911,224600.0
18188,-122.01,,32.0,726.0,204.0,538.0,,4.505,230400.0
18189,,,8.0,,1489.0,,,4.2782,
18190,-122.01,,,,694.0,1309.0,,,167300.0
18191,-122.01,37.37,25.0,,360.0,1066.0,390.0,7.2165,360900.0
18192,,37.37,16.0,,372.0,804.0,,3.7045,178100.0
18193,-122.03,37.39,22.0,,933.0,,,4.4107,232700.0
18194,-122.02,37.38,32.0,,487.0,,,3.2574,
18195,-122.01,37.39,26.0,2500.0,962.0,,,3.5586,222200.0
18196,-122.01,37.39,36.0,,361.0,1348.0,,5.6447,252600.0
18197,-122.0,37.39,,1236.0,229.0,880.0,,5.791,239400.0
18198,,37.39,34.0,2600.0,650.0,,,4.0223,250200.0
18199,-122.02,37.4,35.0,2348.0,531.0,1475.0,498.0,4.35,261000.0
18200,,,16.0,3015.0,829.0,,,4.0068,249500.0
18201,-122.02,37.39,,,497.0,1428.0,,4.7431,239700.0
18202,-122.04,37.39,5.0,,2211.0,3959.0,,4.7685,
18203,-122.05,37.38,23.0,3200.0,907.0,,866.0,3.5649,450000.0
18204,-122.05,37.38,24.0,2424.0,501.0,1367.0,507.0,4.072,364200.0
18205,-122.05,37.38,29.0,,340.0,816.0,,5.4351,336500.0
18206,-122.06,37.38,,4293.0,1272.0,,,4.2719,
18207,,37.37,27.0,,768.0,,,3.4028,
18208,-122.05,37.39,,347.0,82.0,,,4.4531,350000.0
18209,-122.06,37.4,21.0,,3226.0,7273.0,,4.3351,267400.0
18210,-122.06,37.39,,,4.0,,4.0,3.75,375000.0
18211,-122.06,37.39,22.0,,290.0,,,3.6875,
18212,-122.06,37.38,,,768.0,,,4.2188,500001.0
18213,-122.06,37.38,21.0,1798.0,399.0,,,5.6999,470000.0
18214,,37.37,,3058.0,661.0,,,,500001.0
18215,,37.38,20.0,2976.0,766.0,,,4.8625,262500.0
18216,,,,,342.0,646.0,345.0,4.712,289300.0
18217,-122.08,37.4,23.0,,158.0,373.0,,5.9291,284600.0
18218,-122.07,37.4,16.0,,813.0,,,3.7359,
18219,-122.07,37.41,26.0,,225.0,,,5.7657,
18220,-122.07,37.4,,2940.0,910.0,,,4.359,192200.0
18221,-122.08,37.4,19.0,,858.0,,,4.1544,277000.0
18222,,37.4,25.0,1750.0,341.0,,,5.806,
18223,-122.08,37.41,20.0,1896.0,456.0,,,4.6875,288900.0
18224,-122.09,37.4,36.0,,379.0,,,5.1408,264700.0
18225,-122.1,37.41,33.0,,1274.0,,1211.0,5.4721,343300.0
18226,-122.09,37.41,8.0,,414.0,856.0,,2.8203,
18227,-122.09,37.41,14.0,753.0,193.0,,,,
18228,,37.41,18.0,,473.0,838.0,415.0,3.575,274000.0
18229,-122.09,37.4,22.0,,436.0,,,3.5179,197200.0
18230,-122.09,37.4,17.0,,184.0,412.0,180.0,,290600.0
18231,-122.09,,23.0,4874.0,1251.0,,,3.8003,
18232,-122.11,37.41,27.0,5110.0,1599.0,2764.0,,3.4198,351900.0
18233,,,,3218.0,1021.0,,,,182700.0
18234,,,,,1156.0,,,3.4868,165600.0
18235,-122.1,,,,508.0,1374.0,,4.3077,
18236,-122.1,37.4,19.0,,288.0,1009.0,305.0,3.9091,276000.0
18237,-122.11,37.4,,,489.0,,,4.1875,266400.0
18238,-122.11,37.4,15.0,,63.0,138.0,,4.6591,
18239,-122.1,,23.0,514.0,210.0,,,3.1736,181300.0
18240,-122.08,37.4,,766.0,203.0,,,2.5208,316700.0
18241,,,,2065.0,535.0,,,3.7318,327700.0
18242,,37.39,30.0,1722.0,490.0,1057.0,,3.725,261300.0
18243,,37.4,24.0,,1126.0,2645.0,,,
18244,,,44.0,,430.0,848.0,,,307100.0
18245,,37.39,46.0,1115.0,248.0,,248.0,3.2083,
18246,-122.08,,,2292.0,,1050.0,,4.8036,340000.0
18247,-122.07,37.39,30.0,,480.0,,,3.5045,352500.0
18248,-122.07,37.39,37.0,1169.0,239.0,,,5.0131,330300.0
18249,-122.07,,26.0,,306.0,,,4.5644,280200.0
18250,-122.08,37.39,,,483.0,1023.0,,4.5833,342400.0
18251,-122.1,37.39,31.0,,304.0,,,3.5909,353100.0
18252,-122.1,37.39,36.0,,367.0,794.0,,5.0871,354500.0
18253,,37.39,,1508.0,483.0,,,2.7279,365600.0
18254,-122.09,,36.0,,196.0,475.0,205.0,5.5385,359000.0
18255,-122.09,37.38,34.0,,342.0,849.0,,6.2884,414700.0
18256,-122.09,37.38,,2587.0,416.0,1055.0,,6.1995,407200.0
18257,,37.38,33.0,,659.0,,,3.4042,
18258,,37.38,,857.0,156.0,448.0,168.0,5.0086,366700.0
18259,-122.08,37.38,36.0,,198.0,485.0,,5.0796,373400.0
18260,,37.38,36.0,782.0,130.0,348.0,,6.828,383900.0
18261,-122.08,,,1229.0,,,,,465000.0
18262,-122.09,37.37,27.0,,186.0,,182.0,6.8374,500001.0
18263,-122.09,37.37,34.0,,355.0,776.0,,5.2971,
18264,-122.08,37.38,,,228.0,,,3.3917,342900.0
18265,-122.07,37.37,22.0,,727.0,1657.0,,,
18266,-122.07,37.37,30.0,,407.0,,,7.9813,473500.0
18267,,37.36,,3244.0,,1158.0,415.0,7.5,
18268,,37.36,34.0,,250.0,,,6.8268,500001.0
18269,,37.36,28.0,,608.0,,,10.0346,500001.0
18270,-122.08,,,,376.0,,,9.281,500001.0
18271,-122.09,,,,238.0,805.0,,5.0222,500001.0
18272,,37.36,37.0,2269.0,325.0,930.0,,7.5274,500001.0
18273,-122.08,37.36,,,284.0,,,8.2266,500001.0
18274,,37.35,,2040.0,294.0,,278.0,8.758,
18275,-122.07,37.34,33.0,1208.0,198.0,,,5.4659,500001.0
18276,,37.34,35.0,,184.0,,,7.3561,500001.0
18277,-122.07,37.35,,1447.0,205.0,,,9.8144,500001.0
18278,-122.07,37.35,35.0,,210.0,,,8.5888,500001.0
18279,,37.35,,1347.0,207.0,,,7.7068,500001.0
18280,,,30.0,1851.0,238.0,,,10.1007,
18281,,37.34,23.0,,335.0,,338.0,10.5142,500001.0
18282,-122.08,,28.0,,216.0,594.0,205.0,12.367,500001.0
18283,-122.08,,33.0,,317.0,,,10.3591,500001.0
18284,,37.38,,,612.0,,,7.5655,500001.0
18285,-122.1,37.37,37.0,2511.0,354.0,945.0,,,500001.0
18286,,,40.0,2224.0,354.0,929.0,,8.1064,500001.0
18287,,,22.0,1477.0,195.0,520.0,,10.3329,
18288,-122.11,,36.0,,500.0,1296.0,,7.8177,500001.0
18289,-122.11,37.38,22.0,,719.0,,,5.0804,500001.0
18290,-122.11,37.37,49.0,1068.0,190.0,410.0,171.0,7.2045,500001.0
18291,,,,1617.0,231.0,,,8.9021,500001.0
18292,-122.11,37.4,31.0,,490.0,,,,
18293,,,,,261.0,655.0,,6.3967,
18294,,37.39,,2471.0,349.0,881.0,342.0,7.6229,500001.0
18295,-122.12,37.4,31.0,,405.0,,358.0,,500001.0
18296,-122.12,,34.0,,497.0,1336.0,,,500001.0
18297,-122.12,37.38,,,218.0,,,8.4709,500001.0
18298,-122.12,,32.0,,473.0,,,,500001.0
18299,,37.4,,6027.0,1195.0,,,5.1335,461200.0
18300,-122.13,,36.0,4787.0,900.0,2039.0,890.0,5.4063,
18301,-122.14,37.41,,,426.0,,,6.4588,
18302,-122.14,37.42,46.0,,44.0,,,4.15,265000.0
18303,-122.13,37.42,,,1045.0,,,3.5364,
18304,,,,2892.0,617.0,,,5.3727,360900.0
18305,-122.11,37.43,,,535.0,,,7.3023,451300.0
18306,,37.43,35.0,,565.0,,553.0,7.313,463700.0
18307,-122.11,37.42,,,595.0,,,6.4949,417800.0
18308,-122.11,37.41,35.0,2712.0,428.0,1084.0,,7.1382,443800.0
18309,-122.11,37.41,33.0,,284.0,,,6.0884,432900.0
18310,-122.12,,35.0,,533.0,,,5.2803,362100.0
18311,-122.12,37.42,,,551.0,1165.0,,5.1524,373100.0
18312,-122.13,,,,648.0,,,5.2114,438400.0
18313,,37.43,32.0,4398.0,878.0,,,,
18314,-122.12,37.43,,3212.0,553.0,,,6.46,
18315,-122.12,37.44,33.0,,623.0,1435.0,,5.485,
18316,-122.13,37.44,,,462.0,,,6.3111,397400.0
18317,-122.12,37.44,33.0,,303.0,,,4.875,373400.0
18318,,37.44,35.0,,349.0,1023.0,,,376600.0
18319,-122.12,,33.0,,668.0,1411.0,,5.316,398100.0
18320,-122.13,37.45,37.0,2295.0,332.0,933.0,,6.7257,500001.0
18321,-122.13,37.45,37.0,,197.0,,,7.9029,
18322,-122.13,,41.0,,540.0,,506.0,,
18323,,37.44,43.0,,440.0,1088.0,,,500001.0
18324,,37.44,38.0,,447.0,,,5.9277,446600.0
18325,,,39.0,906.0,,,,10.3942,500001.0
18326,-122.16,37.45,52.0,1135.0,219.0,,,7.5418,492000.0
18327,-122.15,37.46,52.0,,257.0,,,10.9508,
18328,-122.14,37.45,52.0,,537.0,,,7.8647,500001.0
18329,,37.45,,,353.0,734.0,328.0,6.767,500001.0
18330,,37.45,48.0,2074.0,297.0,,,,
18331,-122.15,37.45,52.0,,91.0,219.0,,6.1575,500001.0
18332,-122.16,37.45,47.0,,,,1093.0,4.2297,
18333,-122.16,,19.0,,810.0,,,2.1406,402500.0
18334,-122.16,37.45,,,874.0,,,4.5987,
18335,,37.44,34.0,,529.0,,,4.2972,405900.0
18336,-122.15,37.44,52.0,2063.0,320.0,,,7.2543,500001.0
18337,-122.15,37.44,,1400.0,217.0,522.0,,4.9861,500001.0
18338,-122.15,37.44,52.0,,293.0,708.0,,6.1655,
18339,,37.44,52.0,3117.0,468.0,,,6.6756,500001.0
18340,-122.14,37.43,,,308.0,,293.0,8.2664,500001.0
18341,,37.43,52.0,,190.0,467.0,,,
18342,-122.14,37.43,,1383.0,227.0,551.0,,6.5829,500001.0
18343,-122.15,,47.0,,490.0,,465.0,5.0203,476300.0
18344,,37.42,,,839.0,,,,404800.0
18345,,37.43,18.0,2060.0,563.0,,,4.0686,378600.0
18346,-122.15,37.43,20.0,,,,,1.9045,
18347,-122.16,37.42,,,610.0,,581.0,11.0492,500001.0
18348,-122.15,,,,360.0,979.0,364.0,10.476,500001.0
18349,-122.17,,24.0,,1142.0,7174.0,,4.0972,387500.0
18350,-122.15,,29.0,,103.0,359.0,,7.0309,475000.0
18351,-122.18,37.41,21.0,,117.0,323.0,,10.7237,500001.0
18352,,37.39,27.0,3385.0,427.0,,409.0,12.0372,500001.0
18353,,37.37,37.0,,181.0,,190.0,10.7355,500001.0
18354,-122.11,37.36,,,183.0,511.0,,13.1867,500001.0
18355,-122.13,37.37,30.0,,260.0,,,11.806,500001.0
18356,,37.38,26.0,,343.0,,336.0,10.4277,
18357,-122.1,37.36,,1433.0,199.0,498.0,,9.3586,
18358,-122.1,37.36,35.0,2063.0,266.0,,,8.5294,500001.0
18359,-122.09,,37.0,1795.0,285.0,791.0,,,500001.0
18360,-122.09,37.35,,1502.0,186.0,,,10.0259,
18361,-122.14,,23.0,11294.0,1377.0,,,12.1387,500001.0
18362,-122.15,37.35,23.0,3814.0,485.0,,,12.9792,500001.0
18363,,37.31,,189.0,26.0,84.0,29.0,,
18364,-122.12,37.29,,,70.0,,,8.6196,500001.0
18365,-122.12,37.28,,349.0,64.0,,,5.8691,360000.0
18366,-122.08,37.24,21.0,427.0,63.0,,,11.3283,500001.0
18367,-122.01,37.18,37.0,,652.0,,,5.8596,318700.0
18368,-121.98,,42.0,,433.0,,,5.3468,279900.0
18369,,37.16,43.0,,311.0,,,5.2366,293300.0
18370,,37.13,37.0,,203.0,,,5.7415,398500.0
18371,,,24.0,,996.0,,,,
18372,-121.9,37.24,24.0,,1364.0,3970.0,,,255800.0
18373,-121.86,,18.0,,1029.0,2893.0,,,361200.0
18374,,37.23,,,670.0,1936.0,,5.8904,
18375,,37.22,,,798.0,,,7.7201,362700.0
18376,-121.89,37.21,,,697.0,2281.0,680.0,8.4262,459200.0
18377,-121.84,37.18,,9176.0,1201.0,3637.0,1138.0,8.3837,
18378,,37.22,,,365.0,1052.0,,8.0595,
18379,-121.87,37.22,26.0,,250.0,,,,405900.0
18380,-121.86,37.21,,,305.0,916.0,,9.1974,500001.0
18381,-121.87,37.21,18.0,,122.0,,,9.08,
18382,-121.83,37.23,7.0,,903.0,,,,500001.0
18383,-121.8,,,,303.0,,,4.5417,
18384,-121.84,37.21,15.0,,676.0,,,8.3792,418300.0
18385,,37.2,,,574.0,1554.0,,6.8333,348000.0
18386,,37.21,14.0,,361.0,1259.0,,7.7738,
18387,-121.89,37.23,16.0,,466.0,1503.0,,8.1988,
18388,,37.23,20.0,,976.0,,,,361600.0
18389,-121.88,37.24,14.0,7174.0,950.0,,,8.3065,394200.0
18390,-121.87,37.23,19.0,7357.0,963.0,3018.0,,6.9473,
18391,-121.87,37.27,,3298.0,451.0,1542.0,423.0,6.7064,305600.0
18392,-121.87,37.27,25.0,,226.0,721.0,,7.5845,279300.0
18393,-121.86,37.27,19.0,,268.0,866.0,272.0,5.6139,
18394,-121.87,37.27,18.0,,560.0,,,,269400.0
18395,,37.27,17.0,,709.0,2292.0,692.0,,246500.0
18396,,,,4713.0,769.0,2519.0,778.0,5.6958,253800.0
18397,-121.77,37.22,,1617.0,306.0,,264.0,4.5221,
18398,-121.77,37.22,16.0,,540.0,2097.0,,6.7287,
18399,,37.23,,4274.0,715.0,,,5.4218,233900.0
18400,-121.84,37.25,25.0,,989.0,,,5.6488,234600.0
18401,-121.83,,,5507.0,841.0,,,,245200.0
18402,,,18.0,,504.0,,536.0,6.7836,274100.0
18403,,,24.0,,1286.0,4017.0,,5.4741,238800.0
18404,-121.85,37.24,17.0,,1268.0,3934.0,,,237600.0
18405,-121.86,37.25,16.0,6958.0,1300.0,,1217.0,4.2885,262400.0
18406,,37.28,17.0,,606.0,,,5.2166,230900.0
18407,-121.81,37.27,20.0,,520.0,,,5.9214,224000.0
18408,-121.8,37.27,17.0,3912.0,737.0,,,5.0772,221500.0
18409,-121.82,,,2030.0,321.0,,,6.3566,279100.0
18410,-121.81,,22.0,,695.0,,,4.3438,
18411,-121.8,37.26,,,238.0,,,4.8862,195000.0
18412,,37.26,18.0,,947.0,,,2.875,184400.0
18413,-121.85,,17.0,,261.0,,,7.3339,294200.0
18414,,,9.0,3624.0,812.0,,,4.2083,198400.0
18415,-121.84,37.27,17.0,2795.0,482.0,,,5.0186,250800.0
18416,,,8.0,,1058.0,2595.0,,4.5615,282600.0
18417,-121.84,37.27,16.0,,387.0,,,5.5,253200.0
18418,-121.83,37.27,14.0,,380.0,,,6.6712,311500.0
18419,-121.82,37.26,10.0,3030.0,574.0,,589.0,5.1356,218700.0
18420,-121.83,37.26,,,403.0,,,5.5875,259300.0
18421,-121.81,,14.0,,683.0,1465.0,,4.0547,236200.0
18422,,37.26,16.0,,327.0,1158.0,,5.9359,249500.0
18423,-121.81,37.25,,,771.0,,,2.0288,
18424,,,12.0,2070.0,587.0,1216.0,,4.1926,244500.0
18425,-121.83,37.26,7.0,,751.0,1739.0,,4.5033,213100.0
18426,-121.82,,16.0,,600.0,1969.0,,3.9461,194300.0
18427,,,17.0,,637.0,,,3.1932,123400.0
18428,-121.87,37.26,17.0,,172.0,,,5.6652,234500.0
18429,-121.86,37.26,16.0,,485.0,,,,224100.0
18430,,37.26,24.0,,343.0,1146.0,,,265700.0
18431,-121.85,37.26,,,280.0,1030.0,297.0,6.4339,
18432,,37.26,,,303.0,,,7.4323,
18433,-121.85,37.26,,1816.0,241.0,,,6.8194,
18434,-121.84,37.26,,,340.0,,339.0,5.0509,184800.0
18435,-121.83,37.26,15.0,3243.0,551.0,1752.0,,5.5849,
18436,-121.84,,,2363.0,473.0,1369.0,,4.8355,141600.0
18437,-121.87,37.25,,,775.0,,,3.7844,
18438,-121.85,37.25,,,624.0,1965.0,607.0,5.4939,241200.0
18439,-121.83,37.24,23.0,,388.0,,385.0,,
18440,-121.81,,,,610.0,1978.0,,4.5,234400.0
18441,-121.82,37.24,20.0,,567.0,,,6.0538,241000.0
18442,-121.82,37.25,24.0,,531.0,,,5.8305,245600.0
18443,-121.82,37.25,25.0,,634.0,2178.0,,5.1663,
18444,-121.81,37.25,5.0,,520.0,,,4.4565,159000.0
18445,,37.25,25.0,,623.0,,,6.2957,251800.0
18446,,37.23,23.0,,584.0,,580.0,7.5218,291500.0
18447,-121.82,37.23,,,394.0,,,4.9688,233100.0
18448,-121.81,,16.0,,281.0,,,5.3157,253300.0
18449,-121.81,37.23,19.0,2635.0,427.0,,,6.3178,248000.0
18450,,37.23,24.0,,369.0,,,6.4328,
18451,-121.81,,17.0,2319.0,324.0,1076.0,338.0,,278300.0
18452,-121.78,37.24,17.0,,341.0,1067.0,339.0,6.0062,
18453,,37.22,,,387.0,,,5.0958,217100.0
18454,-121.78,37.23,18.0,1747.0,317.0,,,,229100.0
18455,-121.79,37.23,,,300.0,,,6.0198,289600.0
18456,-121.79,37.23,17.0,2281.0,359.0,1226.0,,5.4193,259500.0
18457,-121.8,37.23,,3179.0,526.0,,,5.9225,265800.0
18458,-121.8,37.23,,,358.0,,,6.7385,272400.0
18459,-121.8,37.27,10.0,,593.0,,,,
18460,-121.8,37.26,16.0,1868.0,285.0,,284.0,5.9053,260500.0
18461,,37.26,,,52.0,,,,
18462,-121.77,37.24,12.0,10236.0,1878.0,5674.0,,4.747,261100.0
18463,-121.7,37.2,15.0,,154.0,,155.0,,385700.0
18464,,37.19,11.0,,197.0,,,4.2039,500001.0
18465,-121.72,,21.0,,179.0,,,4.7386,
18466,-121.75,37.11,18.0,,,,,6.8773,467700.0
18467,-121.68,37.0,,3754.0,588.0,1692.0,,6.7644,412600.0
18468,,,,,729.0,,694.0,7.8601,416300.0
18469,-121.6,,,,1361.0,,1281.0,7.5,344500.0
18470,,,13.0,4780.0,798.0,,,6.1684,288100.0
18471,-121.64,37.14,14.0,,1024.0,,,4.175,229800.0
18472,-121.63,,,,398.0,1110.0,,,248200.0
18473,-121.69,,12.0,,590.0,,,5.2951,386200.0
18474,-121.66,37.13,,,924.0,2656.0,871.0,3.8788,226900.0
18475,,,,4721.0,999.0,,,3.6895,
18476,,37.11,19.0,3785.0,611.0,,,5.1514,436700.0
18477,,,,,914.0,2915.0,,5.9356,321700.0
18478,,37.1,,,797.0,,,4.9028,335000.0
18479,-121.67,37.13,,,483.0,1383.0,452.0,5.6205,300800.0
18480,-121.56,37.08,17.0,,1051.0,,,6.4313,393100.0
